voiceID,duration,meanF0Hz,stdevF0Hz,HNR,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median,JitterPCA,ShimmerPCA,pF,fdisp,avgFormant,mff,fitch_vtl,delta_f,vtl_delta_f
data/Audio/PP72.wav,348.936,207.00118106819627,35.96322437895248,11.362822388953903,0.0178733446399877,8.636256458022508e-05,0.0094657147924429,0.0102314629127228,0.0283971443773288,0.1603305913659216,1.462169127844473,0.0737910261714369,0.1001861474099801,0.1584063207573283,0.2213730785143108,567.1875530612922,1677.3051745234225,2605.8268965515767,3798.854640704597,537.9947996690571,1682.2228126025338,2634.362500571596,3889.124583332292,-2.1303804189902125,-0.2656134909889679,0.8686385848097151,1117.0432612210782,2185.9261740438697,1745.007294557142,16.056232636394185,1094.7701862776353,15.985090039309835
data/Audio/PP70.wav,395.496,223.55638897301105,40.97519800276044,12.055451535915378,0.017426327967405,7.78887300521547e-05,0.0092485702656862,0.0102492550781071,0.0277457107970586,0.1500122402079535,1.392362760994368,0.0673337503332067,0.0922432114364374,0.1444709582128774,0.2020012509996203,563.4705535462386,1771.030775057262,2646.934228113034,3787.894564780095,524.2074324407733,1784.0357172326885,2672.958333916375,3897.344018198824,-3.37582438874616,0.637523674765147,1.1741708602564958,1124.37886191935,2219.6363754471654,1766.7166936976928,15.872290047228612,1107.6789138360116,15.79880214510504
data/Audio/P10.wav,426.0,114.48173852118708,26.14155764692101,10.727324485758151,0.0171041332478626,0.0001498059709223,0.0086801222981373,0.0099416924846251,0.0260403668944119,0.162686902190205,1.4681744958508247,0.0681177259897173,0.0996810868170321,0.1718604511588417,0.2043531779691519,435.2764100421505,1471.587486398993,2430.757947304556,3286.0744867368267,422.7405581523324,1461.087015322497,2432.324651489552,3233.344551573323,-2.1692487389452366,-0.1940717388948235,-2.0319497649969147,936.8679978069968,1887.374194134426,1484.587779669862,18.89862283405792,942.8818267281154,18.560120159200196
data/Audio/P25.wav,382.992,189.8439246964766,59.73856432459659,6.363511549892828,0.0304537844277331,0.000159301322679,0.0158648288265311,0.0165030444564019,0.0475944864795934,0.1842753816214752,1.6175186499191896,0.0850993015547118,0.1205584312156693,0.1995357375286094,0.2552979046641356,529.2023901825954,1653.4790337105703,2579.0420353100426,3624.6951931730296,497.86192992638206,1631.144148263293,2623.216633323989,3662.79727285988,3.278643080974932,0.7142281918078814,0.0719708434360405,1054.9784476444995,2103.754996093386,1671.3294856347234,16.767085412237236,1051.1180583656042,16.64893858565322
data/Audio/P47.wav,210.0,134.87385571499752,36.376957277738455,8.345052883633118,0.017441494835689,0.0001300837838352,0.0089936004943408,0.009638611790293,0.0269808014830226,0.1702188436405627,1.495276082248705,0.0808628224929159,0.0980019749978452,0.1432494367657422,0.2425884674787477,459.5522418869574,1457.497049060291,2433.183331074865,3421.820345476437,434.9980502859029,1443.4516411979785,2420.4095964443395,3405.1823015528284,-1.6617718894541342,-0.7571484526837706,-1.740823949287463,990.0614170889752,1926.010397370262,1508.2720934746528,18.590837899744542,969.1351682612224,18.05733665758688
data/Audio/PP43.wav,166.008,110.97705022650112,43.29618428678851,6.031224003987711,0.0286491249911307,0.0002591868347285,0.0148220015402435,0.0159339254390638,0.0444660046207307,0.1825895894410291,1.588855124123767,0.0872692462060778,0.1116767129195746,0.16600789421132,0.2618077386182334,491.5229064732514,1545.428104585034,2448.726634292993,3593.9047014002253,469.0559806365211,1539.4206265737507,2445.9920960768004,3608.635055274953,2.7327214978743606,1.1192572616802865,-0.8608639225430829,1046.5263582128107,2015.7759396405063,1588.8942669517558,17.64148473893485,1013.7553268492011,17.262548009874155
data/Audio/PP24.wav,210.0,206.4468027111519,33.61040137632458,8.973310745292745,0.0230117323312334,0.0001114891263603,0.0122890794617467,0.0136362340752693,0.0368672383852401,0.1729040055701451,1.5349793513539076,0.0800142414534926,0.114992225299477,0.1814906309892432,0.2400427243604778,559.933817658002,1690.7219689842057,2634.5742066494813,3641.3763288022815,501.3322724366346,1708.967916126149,2728.276692600883,3673.938326220732,0.5862023670712475,-0.0902650309107025,0.5731049984334945,1057.5353512613658,2153.1288018461,1711.8667697070723,16.380222196990523,1071.1235182705864,16.33798502366481
data/Audio/PP64.wav,447.0,118.45338428695692,27.42653078745787,8.147353290785182,0.0242749778127101,0.0002054938762203,0.0129010000417963,0.0148771492857648,0.038703000125389,0.183630782672777,1.596881643194954,0.0816353293678074,0.1189510448673073,0.1940550512671857,0.2449059881034223,459.1801873191237,1541.484519797086,2432.7408380541765,3471.9961339643096,433.0057670475421,1521.7954728187833,2406.5447949091194,3449.306410738839,2.043388975708726,-0.0553930712118682,-1.4905391102799157,1005.433547897099,1952.6631113785709,1529.3043486918596,18.348432114265364,980.3871675052707,17.850090841693845
data/Audio/PP13.wav,270.984,181.3525998559924,40.87533710040857,10.894524261062022,0.027369215911438,0.0001500566149381,0.0150027084177992,0.0147993519011973,0.0450081252533978,0.2001989351299332,1.711278026906504,0.1034472522416328,0.1396617804159975,0.2143916953082174,0.3103417567248985,509.4370848935711,1678.5231680965337,2603.222286432173,3761.6220097192177,505.45392691734713,1677.8561523793935,2623.937943236931,3830.469742573003,5.0330084427998765,-1.9734359199105904,0.5370456848318252,1108.338605218552,2159.4294412766685,1708.67896841055,16.404938836129926,1082.6666737678856,16.163792997429834
data/Audio/P64.wav,604.992,109.4122061020162,26.384512309419524,7.911593379714777,0.0220476702869736,0.000201939237091,0.0117818177069293,0.0130700137529556,0.035345453120788,0.1795598992620982,1.5800822317981733,0.0823001982203179,0.1136184891755078,0.175391736636977,0.2469005946609538,472.5601951721248,1542.725277325195,2425.3157040632327,3529.8157897594124,444.52118605218,1535.566177272858,2391.9681815099907,3507.549866104778,1.0633629823914628,-0.2987154542808914,-1.3171909084841409,1021.0095600175327,1969.901352734952,1546.9634885761386,18.132870521956427,989.6168973370037,17.68361074582638
